"title","description","identifier","source","creator","date","collection_id","collection_title","series_id","series_title","tags","rights","rights_holder","publisher","format","type","filename","file_url","thumbnail","language","file_ext","featured","sort_field","by","mby","modified","created","id"
"Joint Action Committee for Social Justice press statement on violence against students in University of Hyderabad campus","Joint Action Committee for Social Justice press statement on violence against students in University of Hyderabad campus","160324HCUDT0008","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-03-24","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160324HCUDT0008","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160324HCUDT0008.docx","http://campuscollection.openrun.net/Thumbnails/160324HCUDT0008.docx.jpg","English","docx","docx","2016-03-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000245"
"Minutes of the meeting of Deans of Schools on the March 22 event - 24.03.2016","Minutes of the meeting of deans of schools on the March 22 event - 24.03.2016","160324HCUSM0009","College for Integrated Studies","College for Integrated Studies","2016-03-24","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160324HCUSM0009","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160324HCUSM0009.pdf","http://campuscollection.openrun.net/Thumbnails/160324HCUSM0009.pdf.jpg","English","pdf","pdf","2016-03-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002200013a"
"University of Hyderabad administration statement on the police crackdown in the campus 26 March 2016","University of Hyderabad admin statement on the police crackdown in the campus 26 March 2016","160326HCUDT0001","University of Hyderabad administration ","University of Hyderabad administration ","2016-03-26","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160326HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160326HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160326HCUDT0001.docx.jpg","English","docx","docx","2016-03-26","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df036623600220001be"
"161 Scientists across the world write to the Chancellor\, University of Hyderabad\, condemning the March 22 event on 26 March 2016","161 Scientists across the world write to the Chancellor\, University of Hyderabad\, condemning the March 22 event on 26 March 2016","160326HCUDT0002","University of Hyderabad","University of Hyderabad","2016-03-26","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160326HCUDT0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160326HCUDT0002.pdf","http://campuscollection.openrun.net/Thumbnails/160326HCUDT0002.pdf.jpg","English","pdf","pdf","2016-03-26","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000230"
"Joint Action Committee for Social Justice press release calling a nation wide protest on March 28th\, 27 match 2016","Joint Action Committee for Social Justice press release calling a nation wide protest on March 28th\, 27 match 2016","160327HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-03-27","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160327HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160327HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160327HCUDT0001.pdf.jpg","English","pdf","pdf","2016-03-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000226"
"Fact finding report and open representation by Swaraj Abhiyan\, Telangana on 28 March 2016","Fact finding report and open representation by Swaraj Abhiyan\, Telangana on 28 March 2016","160328HCUDT0001","Swaraj Abhiyan - Telangana","Swaraj Abhiyan - Telangana","2016-03-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160328HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160328HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160328HCUDT0001.docx.jpg","English","docx","docx","2016-03-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000224"
"Prof. Apparao\, Vice Chancellor\, University of Hyderabad\, appeals to  students ","Prof. Apparao\, the accused VC\, University of Hyderabad\, appeals to the students on 28 March 2016","160328HCUDT0002","University of Hyderabad","Apparao Podile","2016-03-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160328HCUDT0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160328HCUDT0002.docx","http://campuscollection.openrun.net/Thumbnails/160328HCUDT0002.docx.jpg","English","docx","docx","2016-03-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000186"
"SC/ST faculty protest against the VC and apply for mass casual leave on 29 March 2016","SC/ST faculty protest against the VC and apply for mass casual leave on 29 March 2016","160329HCUDT0001","SC/ST Faculty Forum","Convener\, SC/ST Faculty Forum","2016-03-29","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160329HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160329HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160329HCUDT0001.docx.jpg","English","docx","docx","2016-03-29","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000206"
"University of Hyderabad Students' Union letter to the president demanding immediate intervention on 30 March 2016","University of Hyderabad Students' union letter to the president demanding immediate intervention on 30 March 2016","160330HCUDT0001","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-03-30","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160330HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160330HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160330HCUDT0001.pdf.jpg","English","pdf","pdf","2016-03-30","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df036623600220001c0"
"Joint Action Committee for Social Justice press statement against the administration on 31 March 2016","Joint Action Committee for Social Justice poster against continuous militarization and de-democratization post March 22 - 31 March 2016","160331HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-03-31","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160331HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160331HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160331HCUDT0001.docx.jpg","English","docx","docx","2016-03-31","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df036623600220002e8"
"Joint Action Committee for Social Justice press statement on Chalo HCU ","Joint Action Committee for Social Justice press statement on Chalo HCU call on 6th April 2016 - 02.04.16","160402HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-04-02","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160402HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160402HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160402HCUDT0001.pdf.jpg","English","pdf","pdf","2016-04-02","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000181"
"Joint Action Committee for Social Justice- Delhi solidarity statement for Chalo HCU on 6 April 2016","Joint Action Committee for Social Justice- Delhi solidarity statement for Chalo HCU on 6 April 2016","160406HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-04-06","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160406HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160406HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160406HCUDT0001.pdf.jpg","English","pdf","pdf","2016-04-06","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df1366236002900024f"
"SC/ST Faculty Forum statement on the Academic Council meeting ","SC/ST faculty forum statement on the academic council meeting on March 22 event - 6 March 2016","160406HCUDT0002","SC/ST Faculty Forum","SC/ST Faculty Forum","2016-04-02","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160406HCUDT0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160406HCUDT0002.docx","http://campuscollection.openrun.net/Thumbnails/160406HCUDT0002.docx.jpg","English","docx","docx","2016-04-02","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290001a4"
"University of Hyderabad Students' Union condolence resolution","University of Hyderabad Students' union condolence statement on 12 April 2016","160412HCUDT0001","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0001.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000098"
"University of Hyderabad Students' Union resolution against campus blockade","University of Hyderabad Students' union resolution against campus blockade 12 April 2016","160412HCUDT0002","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0002.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0002.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290000f7"
"University of Hyderabad Students' Union resolution demanding dropping of all charges against students and faculty of University of Hyderabad","University of Hyderabad Students' union resolution demanding dropping of all charges against students and faculty of University of Hyderabad","160412HCUDT0003","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0003","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0003.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0003.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000318"
"University of Hyderabad Students' Union resolution demanding resignation/removal of Appa Rao Podile","University of Hyderabad Students' union resolution demanding resignation/removal of Apparao Podile","160412HCUDT0004","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0004","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0004.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0004.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290002fe"
"University of Hyderabad Students' Union resolution against militarization of University campus ","Resolution against militarization of University campus - University of Hyderabad SU 12 April 2016","160412HCUDT0005","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0005","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0005.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0005.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df1366236002900009c"
"University of Hyderabad Students' Union resolution demanding Committee Against Prejudice and Discrimination ","Resolution demanding committee against Prejudice and Discrimination - University of Hyderabad SU 12 April 2016","160412HCUDT0006","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0006","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0006.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0006.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df1366236002900039c"
"University of Hyderabad Students' Union press statement on the University Students General Body meeting attended by 949 students on 12 April 2016","University of Hyderabad Students' union press statement on the University Students General Body meeting attended by 949 students on 12 April 2016","160412HCUDT0007","University of Hyderabad Students' Union","University of Hyderabad Students' Union","2016-04-12","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160412HCUDT0007","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160412HCUDT0007.pdf","http://campuscollection.openrun.net/Thumbnails/160412HCUDT0007.pdf.jpg","English","pdf","pdf","2016-04-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290002af"
"Joint Action Committee for Social Justice press release on the mandate against Appa Rao Podile ","Joint Action Committee for Social Justice press release on the historical mandate against Apparao Podile on 13 April 2016","160413HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-04-13","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160413HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160413HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160413HCUDT0001.docx.jpg","English","docx","docx","2016-04-13","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290002f4"
"Joint Action Committee for Social Justice press release against the activities of Appa Rao Podile on 13 May 2016","Joint Action Committee for Social Justice press release against the activities of Apparao Podile on 13 May 2016","160513HCUDT0002","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-05-13","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160513HCUDT0002","","","English","","docx","2016-05-13","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000375"
"Joint Action Committee for Social Justice press statement against the administration order to remove Velivada and call for protest on 24 May 2016","Joint Action Committee for Social Justice press statement against the admin order to remove velivada and call for protest on 24 May 2016","160524HCUDT0001","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-05-24","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160524HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160524HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160524HCUDT0001.docx.jpg","English","docx","docx","2016-05-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000033"
"SC/ST Teachers' Forum and concerned teachers condemn the administration's order against removing the structures of Velivada ","SC/ST faculty forum and concerned teachers condemn the administration's order against removing the structures of velivada during the night - 28 May 2016","160528HCUDT0001","SC/ST Teachers' Forum","160524HCUDT0001","2016-05-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Digital Image","160528HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160528HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160528HCUDT0001.docx.jpg","English","docx","docx","2016-05-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df136623600290003c7"
"Joint Action Committee for Social Justice poster against VHP threatening campus democracy ","Joint Action Committee for Social Justice poster against VHP threatening campus democracy on 22 july 2016","160722HCUDI0062","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice","2016-07-22","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160722HCUDI0062","","","English","","jpg","2016-07-22","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296369,1561296369,"5d0f7df13662360029000076"
"FIR filed by BHU students against eve teasing","FIR filed by BHU students against eve teasing","170924BHUSI0001","Laka Police Station Varanasi","Officer in Charge\, Lanka Police Station\, Varanasi","24/09/17","BHU","BHU Student Movement","SM003","Student Movements","FIR; eve teasing","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".pdf","Scan Image","170924BHUSI0001.pdf","http://campuscollection.openrun.net/BHU/BHU/Documents/170924BHUSI0001.pdf","","","pdf","","2017-09-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1562406167,1562406069,"5d206cb5366236001c000091"
"FIR against the Facebook page BHU Buzz","Scan copy of the First Information Report filed against the Facebook page of BHU BUZZ under Information Technology Act\, 2000","170924BHUSI0002","Laka Police Station Varanasi","Officer in Charge\, Lanka Police Station\, Varanasi","24/09/17","BHU","BHU Student Movement","SM003","Student Movements","FIR; BHU Buzz; Facebook","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".pdf","Scan Image","170924BHUSI0002.pdf","http://campuscollection.openrun.net/BHU/BHU/Documents/170924BHUSI0002.pdf","","","pdf","","2017-09-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1562406069,1562406069,"5d206cb5366236001c00022f"
"Notice served to the admin users of Facebook page BHU Buzz","Scan copy of notice served by the police under the IT Act to the three students who have administrative rights to the Facebook page of BHU BUZZ to register their statement with reference to the FIR lodged against them","170924BHUSI0003","Janpad\, Varanasi","Director\, Janpad\, Varanasi","24/09/17","BHU","BHU Student Movement","SM003","Student Movements","Notice; BHU Buzz\, Facebook","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".pdf","Scan Image","170924BHUSI0003.pdf","http://campuscollection.openrun.net/BHU/BHU/Documents/170928BHUSI0003.pdf","","","pdf","","2017-09-24","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1562406069,1562406069,"5d206cb5366236001c0002ae"
